例句編號,主編碼,釋義編號,例句順序,例句,例句標音,華語翻譯
13866,9514,12803,2,搦權,la̍k-khuân,掌權
13867,7205,20376,1,叫伊莫去，伊強欲去。,"Kiò i mài khì, i kiông beh khì. ",叫他不要去，他硬要去。
13868,13651,20377,1,伊的豬仔，逐隻都飼甲肥朒朒。,"I ê ti-á, ta̍k tsiah to tshī kah puî-tsut-tsut. ",他的豬，每隻都養得肥嘟嘟的。
13869,13652,20378,1,咱廟裡做醮的紅龜粿，每一口灶分一个。,"Lán biō--lí tsò-tsiò ê âng-ku-kué,  muí tsi̍t kháu tsàu pun tsi̍t ê. ",咱們廟裡建醮的紅龜糕，每一戶發一個。
13870,13653,20379,1,你講甲一大拖，伊根本就聽袂落去。,"Lí kóng kah tsi̍t-tuā-thua, i kin-pún tō thiann bē lo̍h--khì.",你說了一大堆，他根本就聽不下去。
13871,13654,20380,1,阮大伯仔大阮翁三歲。,Guán tuā-peh-á tuā guán ang sann huè.,我丈夫的大哥比我丈夫大三歲
13872,13655,20381,1,這位小姐誠大端。,Tsit uī sió-tsiá tsiânn tāi-tuan.,這位小姐很大方端莊。
13873,13656,20382,1,這个囡仔無開脾，真小食。,"Tsit ê gín-á bô khui-pî, tsin sió-tsia̍h.",這個孩子胃口沒開，食量很小。
13874,13657,20383,1,山空必剺縫。,suann-khang pit-le̍h phāng.,指人煙罕至的深山洞穴。
13876,13661,20387,1,五四三，講甲規米籃。,"Gōo-sì-sann, kóng kah kui bí-nâ.",講了一大堆沒用的話。
13877,13662,20388,1,阮蹛佇內山斗底，交通真無利便。,"Guán tuà tī lāi-suann-táu-té, kau-thong tsin bô lī-piān. ",我們住在深山窮谷，交通很不方便。
13878,13663,20389,1,關佇內籬仔的犯人並毋是以後就攏無前途。,Kuainn tī lāi-lî-á ê huān-lâng pīng m̄ sī í-āu tō lóng bô tsiân-tôo.,監禁在監獄的犯人並不是以後就都沒有前途。
13879,13664,20390,1,你著細膩，毋通欲做公道人煞變事主。,"Lí tio̍h sè-jī, m̄-thang beh tsò kong-tō-lâng suah piàn sū-tsú.",你得要小心，別想當和事佬反而變成當事人。
13880,13665,20391,1,做生理愛敢，勼跤勼手做袂行。,"Tsò-sing-lí ài kánn, kiu-kha-kiu-tshiú tsò bē kiânn.",做生意要膽子大，畏首畏尾不做不成。
13881,13666,20392,1,伊講話反起反倒，莫插伊。,"I kóng-uē huán-khí-huán-tó, mài tshap--i.",他說話反覆無常，別理他。
13882,13667,20393,1,我想欲共伊講心內話，毋過，見擺看著伊就講袂出喙。,"Guá siūnn-beh kā i kóng sim-lāi-uē, m̄-koh, kiàn-pái khuànn-tio̍h i tō kóng bē tshut tshuì. ",我想要跟他說真心話，可是，每次見到他就說不出口。
13883,13668,20394,1,伊開一張十萬箍的手形予我做定金。,I khui tsi̍t tiunn tsa̍p-bān khoo ê tshiú-hîng hōo--guá tsò tiānn-kim.,他開了一張十萬元的支票給我當訂金。
13884,13670,20396,1,請你手梳攑懸，原諒伊這遍的不是。,"Tshiánn lí tshiú-se-gia̍h-kuân, guân-liōng i tsit piàn ê put-sī.",請你高抬貴手，原諒他這次的過錯。
13885,13672,20398,1,囡仔人無規矩真正毋是款，無好好仔管教袂使得。,"Gín-á-lâng bô kui-kí tsin-tsiànn m̄-sī-khuán, bô hó-hó-á kuán-kà bē-sái--tit. ",小孩子沒規矩實在不像話，不好好管教不行。
13886,13673,20399,1,欲好，龜壁；欲敗，水崩山。,"Beh hó, ku peh-piah; beh pāi, tsuí-pang-suann.",要使家道興旺，就像烏龜爬牆壁那樣困難；一旦家道敗壞，就如土石流那樣快速。
13887,13677,20403,1,大碗是冬筍肉絲湯，細碗香菇雞湯。,"tuā uánn sī tang-sún bah-si thng, sè uánn hiunn-koo ke thng.",大碗是冬筍肉絲湯，小碗裝香菇雞湯。
13888,13678,20404,1,阮遮賣枷車藤的店，口味有無仝款的變化，生理誠交易。,"Guán tsia bē kha-tshia-tîn ê tiàm, kháu-bī ū bô kāng-khuán ê piàn-huà, sing-lí tsiânn ka-ia̍h. ",我們這兒賣麻花的店，口味有不同的變化，生意非常熱絡。
13889,13679,20405,1,行到半中央煞斡倒轉去。,Kiânn kàu puànn-tiong-ng suah uat tò-tńg--khì. ,走到半途卻折返回去。
13890,13680,20406,1,都半晝矣！,To puànn-tàu--ah! ,已近中午了。
13891,13681,20407,1,外才䆀，內才好。,"Guā-tsâi bái, lāi-tsâi hó.",口頭表達能力較差，但有內在才華。
13892,13683,20410,1,經濟變好了後，誠濟平階攏拆掉換起樓仔厝。,"King-tsè piàn hó liáu-āu, tsiânn tsē pênn-kai lóng thiah-tiāu uānn khí lâu-á-tshù.",經濟好轉之後，很多平房都拆掉改建樓房。
13893,13684,20411,1,碗若是必巡，就毋通貯湯。,"Uánn nā-sī pit-sûn, tō m̄-thang té thng.",碗若是龜裂了，就不可以盛湯。
13894,13684,20412,1,壁頂有足濟必巡。,Piah-tíng  ū tsiok tsē pit-sûn.,牆壁上有很多裂縫。
13895,13685,20413,1,辜顯榮的本居地是佇鹿港。,Koo Hián-îng ê pún-ki-tē sī tī Lo̍k-káng. ,辜顯榮的本籍是在鹿港。
13896,13687,20415,1,你定定散散，阿爸的代誌欲按怎交仗予你。,"Lí tiānn-tiānn suànn-suànn, a-pah ê tāi-tsì beh án-tsuánn kau-tiōng hōo lí. ",你常常迷迷糊糊，父親的事情要如何託付給你。
13897,13688,20416,1,三月三，桃仔李仔伨頭擔。,"Sann-gue̍h sann, thô-á lí-á thīn-thâu tann.",農曆三月，以成擔方式挑著盛產的桃子、李子。
13898,13688,20417,1,兩人伨頭搬戲。,Nn̄g lâng thīn-thâu puann-hì. ,兩個人一起搭檔演出。
13899,13688,20418,1,紅花嘛著青葉伨頭。,Âng hue mā tio̍h tshenn hio̍h thīn-thâu. ,紅花也需綠葉來相襯。
13900,13688,20419,1,錢額無啥夠，眾人逐个出寡來伨頭。,"Tsînn-gia̍h bô siánn kàu, tsìng-lâng ta̍k ê tshut--kuá lâi thīn-thâu. ",金額不太夠，大伙兒各自出一些來湊合。
13901,13690,20421,1,好得無去，無，煞加走一逝。,"Hó-tit bô khì, bô, suah ke tsáu tsi̍t tsuā. ",幸好沒去，不然就白跑一趟了。
13902,13691,20422,1,仝字姓,kāng jī-sènn,同姓
13903,13692,20423,1,竹管仔飯上早是原住民的一種食物。,Tik-kóng-á-pn̄g siōng tsá sī guân-tsū-bîn ê tsi̍t tsióng tsia̍h-mi̍h. ,竹筒飯最早是原住民的一種食物。
13904,13694,20425,1,自本阮兜就真散赤。,Tsū-pún guán tau tō tsin sàn-tshiah.,本來我家就很窮困。
13905,13695,20426,1,伊看見細隻雞囝一隻閣一隻對卵殼出來，就真歡喜。,"I khuànn-kìnn sè tsiah ke-kiánn tsi̍t tsiah koh tsi̍t tsiah tuì nn̄g-khak tshut--lâi, tō tsin huann-hí. ",他看見小雞一隻又一隻從蛋殼出來，就很高興。
13906,13696,20427,1,講話著伸手摸心肝，毋通含血霧天誣賴人。,"Kóng-uē tio̍h tshun tshiú bong sim-kuann, m̄-thang kâm-hueh-bū-thinn bû-luā--lâng. ",說話得要摸著良心，不可以血口噴人誣賴人家。
13907,13698,20429,1,你若是無法度一擺總納，抑無，看欲分做幾期？,"Lí nā sī bô huat-tōo tsi̍t pái tsóng la̍p, iah-bô, khuànn beh hun tsò kuí kî? ",你要是無法一次付清，要不然，看你要分成幾期？
13908,13699,20430,1,臺灣的溪水攏是汫水。,Tâi-uân ê khe-tsuí lóng sī tsiánn-tsuí.,臺灣的溪水全都是淡水。
13909,13700,20431,1,你去攑沙耙共跳遠場地整予平。,Lí khì gia̍h sua-pê kā thiàu-hn̄g tiûnn-tē tsíng hōo pênn. ,你去拿沙耙把跳遠場地整平。
13910,13701,20432,1,伊拄咧學煎魚仔的時，定定煎甲牢鼎。,"I tú-teh o̍h tsian hî-á ê sî, tiānn-tiānn tsian kah tiâu-tiánn.",他剛學煎魚時，常常煎得沾鍋。
13911,13702,20433,1,四月芒種雨，六月火燒埔。,"Sì--gue̍h bông-tsíng hōo, la̍k--gue̍h hué-sio-poo.",農曆四月芒種當天若下雨，農曆六月就會酷熱乾旱。這是民間流傳的氣象諺語。
13912,13703,20434,1,事事項項攏愛我操煩。,Sū-sū-hāng-hāng lóng ài guá tshau-huân.,每一件事都要我操心煩惱。
13913,13705,20437,1,做人囝兒，就愛奉待爸母。,"Tsò lâng kiánn-jî, tō ài hōng-thāi pē-bó.",為人子女，就該奉養父母。
13914,13706,20438,1,伊是厝裡的孤查某囝。,I sī in tshù--lí ê koo-tsa-bóo-kiánn.,她是她們家裡的獨生女。
13915,13708,20440,1,逐冬媽祖生，廟裡攏會抾丁錢。,"Ta̍k tang Má-tsóo-senn, biō-lí lóng ē khioh-ting-tsînn.",每年天上聖母誕辰，廟方都會照每家男丁的人數，去徵收分攤的費用。
13916,13711,20443,1,咱先明品一下，講過就準算，毋免保家。,"Lán sing bîng-phín--tsi̍t-ē, kóng--kuè tō tsún-sǹg, m̄-bián pó-ke.",咱們先明確約定一下，說話算話，不用保證人。
13917,13712,20445,1,母語是文化的肥底。,Bú-gí sī bûn-huà ê puî-té.,母語是文化發展的基礎。
13918,13715,20448,1,拄才風一下吹，門雄雄迸一聲，原來是門後的門擋仔歹去矣。,"Tú-tsiah hong tsi̍t-ē tshue, mn̂g hiông-hiông piàng tsi̍t siann, guân-lâi sī mn̂g-āu ê mn̂g-tòng-á pháinn--khì--ah.",剛才風一吹，門突然碰一聲，原來是門後的門擋壞掉了。
13919,13718,20451,1,厚操煩，人快老。,"Kāu-tshau-huân, lâng khuài lāu.",太過操心，人容易老化。
13920,13719,20452,1,阮兜的巷仔口有一間金紙店。,Guán tau ê hāng-á-kháu ū tsi̍t king kim-tsuá-tiàm. ,我們家的巷口有一間金紙店。
13921,13721,20454,1,家己拍拚較要緊，怨天怨地敢有路用？,"Ka-kī phah-piànn khah iàu-kín, uàn-thinn-uàn-tē kám ū  lōo-īng? ",自己努力比較重要，抱怨老天爺不公平有用嗎？
13922,13723,20456,1,拜請眾神來保庇。,Pài-tshiánn tsiòng-sîn lâi pó-pì. ,拜請眾神來保佑。
13923,13724,20457,1,哪會按呢生？,Ná ē án-ne-senn? ,怎麼會這樣子？
13924,13725,20458,1,伊一領外衫穿幾若十年，補了閣補，毋甘挕捒。,"I tsi̍t niá guā-sann tshīng kuí-nā tsa̍p nî, póo-liáu koh póo, m̄-kam hìnn-sak.",他一件外套穿了好幾十年，補了又補，捨不得丟掉。
13925,13727,20460,1,這塊田是活賣的，等十年後序細有法度做的時才閣買轉來。,"Tsit tè tshân sī ua̍h-bē--ê, tán tsa̍p nî āu sī-sè ū-huat-tōo tsò ê sî tsiah koh bé--tńg-lâi. ",這塊田地是活賣的，等十年後晚輩能耕種的時候再買回來。
13926,13728,20461,1,阿姊佮小弟相𤆬去讀冊。,A-tsí kah sió-tī sio-tshuā khì tha̍k-tsheh. ,姊姊和弟弟結伴去上學。
13927,13729,20462,1,伊有一寡話囥咧，欲留咧做相罵本。,"I ū tsi̍t-kuá uē khǹg--leh, beh lâu leh tsò sio-mē-pún.",他有一些話保留著，是要留著吵架時拿來駁倒對方。
13928,13730,20463,1,猶未到食飯時間就胃慒慒，毋知胃有問題無？,"Iáu-buē kàu tsia̍h-pn̄g sî-kan tō uī tso-tso, m̄ tsai uī ū būn-tê--bô? ",還沒到吃飯時間胃就不舒服，不知道胃有沒有問題？
13929,13731,20464,1,開金仔店著落重本。,Khui kim-á-tiàm tio̍h lo̍h tāng-pún.,開創銀樓需要投下大資本。
13930,13731,20465,1,彼種生理遐重本，我看咱毋通做。,"Hit tsióng sing-lí hiah tāng-pún, guá khuànn lán m̄-thang tsò.",那種生意資本負擔那麼重，我看我們不要做。
13931,13732,20466,1,禮拜時仔，朋友相招出去食好料。,"Lé-pài-sî-á, pîng-iú sio-tsio tshut-khì tsia̍h hó-liāu.",星期假日，朋友相約外出吃大餐。
13932,13733,20467,1,張總的頂擺出張，去巡視海外的工場，佇遐蹛個外月。,"Tiunn tsóng--ê tíng-pái tshut-tiunn, khì sûn-sī hái-guā ê kang-tiûnn, tī hia tuà kò-guā-gue̍h.",張總經理上次出差，去巡視海外的工廠，在那裡待了一個多月。
13933,13734,20468,1,上崎的時若雄雄熄火，車會倒退攄。,"Tsiūnn-kiā ê sî nā hiông-hiông sit-hué, tshia ē tò-thè-lu. ",上坡時如果突然熄火，車子會向後滑動。
13934,13735,20470,1,厝邊兜愛相照顧。,Tshù-pinn-tau ài sio-tsiàu-kòo.,鄰居要相互照顧。
13935,13737,20472,1,你若閣講袂聽，原性不改，以後食苦的是家己。,"Lí nā koh kóng bē thiann, guân-sìng put kái, í-āu tsia̍h-khóo--ê sī kā-kī.",你如果再講不聽，本性不改，以後吃苦的是自己。
13936,13738,20473,1,今年的義賣會，有真濟人鬥捀場。,"Kin-nî ê gī-bē huē, ū tsin tsē lâng tàu phâng-tiûnn. ",今年的義賣會，有很多人幫忙捧場。
13937,13742,20477,1,伊對人真有疼心。,I tuì lâng tsin ū thiànn-sim.,他對人很有愛心。
13938,13743,20478,1,伊惜囝，惜甲疼命命。,"I sioh kiánn, sioh kah thiànn-miā-miā.",他疼愛孩子，疼得要命。
13939,13745,20480,1,包紙敬予喪家，是為著欲共喪家鬥相楗。,"Pau tsuá-kìng hōo song-ka, sī uī-tio̍h beh kā song-ka tàu-sio-kīng.",送奠儀給喪家，是為了幫忙喪家。
13940,13746,20481,1,早前連番薯臭香，嘛礤簽來食。,"Tsá-tsîng liân han-tsî tshàu-hiunn, mā tshuah-tshiam lâi tsia̍h.",以前連地瓜得了黑斑病，變黑又發臭，也刨絲來吃。
13941,13748,20483,1,天欲暗矣，無較緊咧，就袂赴市矣。,"Thinn beh àm--ah, bô khah kín--leh, tō  bē-hù-tshī--ah. ",天色將晚，不快一點，就來不及了。
13942,13749,20484,1,因為落大雨，才袂得去。,"In-uī lo̍h tuā hōo, tsiah bē-tit khì. ",因為下大雨，才無法前去。
13943,13749,20484,2,欲死，袂得氣斷。,"Beh sí, bē-tit khuì tn̄g. ",俚語，字面意思是，將死卻不能安然逝去。比喻情勢惡劣，只得苟延殘喘；或指事情多得做不完，不做又不行；或指經商失敗，處境艱難。
13944,13751,20487,1,火車欲起磅矣，毋通倚去！,"Hué-tshia beh khí-pōng--ah, m̄-thang uá--khì! ",火車要起動行駛了，不要靠近！
13945,13751,20487,2,東部營業處後個月月初起磅，逐家加油！,"Tang-pōo îng-gia̍p-tshù āu kò gue̍h gue̍h-tshe khí-pōng, ta̍k-ke ka-iû! ",東部營業處下個月月初起動，大家加油！
13946,13751,20488,1,才啉這點仔酒爾，猶未起磅咧啦！,"Tsiah lim tsit-tiám-á tsiú niā,  iáu-buē khí-pōng--leh--lah! ",才喝這點兒酒而已，還沒開始過癮啦！
13947,13751,20488,2,募款的代誌略仔起磅矣。,Bōo-khuán ê tāi-tsì lio̍h-á khí-pōng--ah. ,募款的事情稍有起色了。
13948,13752,20490,1,伊一聽著著大獎，煞徛踮遐起戇。,"I tsi̍t thiann tio̍h tio̍h tuā-tsióng, suah khiā tiàm hia khí-gōng.",他一聽到得了大獎，卻站在那裡發怔。
13949,13753,20491,1,伊生做高長閣大漢。,I senn tsò kau-tshiâng koh tuā-hàn.,他長得高頭大馬
13950,13755,20493,1,臺灣囡仔歌算是唸謠。,Tâi-uân gín-á-kua sǹg sī liām-iâu.,臺灣童謠可以算是唸謠。
13951,13756,20494,1,伊若啉酒醉，攏講伊無醉。,"I nā lim-tsiú-tsuì, lóng kóng i bô tsuì.",他要是喝醉了，都會說他沒有醉。
13952,13758,20496,1,伊出來選立委的時，有真濟好名聲的人共伊徛台。,"I tshut-lâi suán li̍p-uí ê sî, ū tsin tsē hó miâ-siann ê lâng kā i khiā-tâi.",他出來選立委時，有很多名聲好的人幫他站臺助選。
13953,13758,20497,1,彼間百年老店到今猶是第三代的老頭家咧徛台扞店。,Hit king pah-nî lāu-tiàm kàu tann iáu-sī tē-sann tāi ê lāu thâu-ke teh khiā-tâi huānn-tiàm.,那間百年老店至今仍是第三代的老店東在領導主持店務。
13954,13759,20498,1,木匠捽繩掠直。,Ba̍k-tshiūnn sut-tsîn lia̍h-ti̍t.,木匠用墨繩取直線。
13955,13760,20499,1,初四接神。,Tshe-sì tsih-sîn.,大年初四，迎接前一年十二月二十四升天的諸神。
13956,13760,20499,2,送神愛早，接神愛晏。,"sàng-sîn ài tsá, tsih-sîn ài uànn.",送神要早一點，接神要晚一點。
13957,13762,20501,1,你胃腸無好，涼的毋通食傷濟。,"Lí uī-tn̂g bô hó, liâng--ê m̄-thang tsia̍h siunn tsē.",你胃腸不好，不要吃太多冰冷的東西。
13958,13763,20502,1,做粗瓷仔若無先淋碭，等燒好了後，貯水恐驚會洩出來。,"Tsò tshoo-huî-á nā bô sing lâm-thn̄g, tán sio hó liáu-āu, té tsuí khióng-kiann ē sia̍p--tshut-lâi.",做陶器要是沒先上釉，等燒好之後，裝水恐怕會滲漏出來。
13959,13765,20504,1,伊規年迵天攏佇深山林內燒瓷仔，罕得轉來一逝。,"I kui-nî-thàng-thinn lóng tī tshim-suann-nâ-lāi sio huî-á, hán-tit tńg lâi tsi̍t tsuā .",他一年到頭都在偏遠山區燒製陶瓷，難得回來一趟。
13960,13766,20505,1,人若淺緣，就袂深交。,"Lâng nā tshián-iân, tō bē tshim-kau.",人與人之間如果緣份淺，就不會深切交往。
13961,13767,20506,0,伊做代誌真猛掠，一睏仔就做好矣。,"I tsò tāi-tsì tsin mé-lia̍h, tsi̍t-khùn-á tō tsò hó--ah.",他做事很敏捷，一下子就做好了。
13962,13768,20507,1,終其尾伊嘛是提無著半項。,Tsiong-kî-bué i mā sī the̍h bô tio̍h puànn-hāng.,他最終也是什麼都沒拿到。
13963,13769,20508,1,韭菜花炒透抽，真佮喙。,"Kú-tshài-hue tshá thàu-thiu,  tsin kah-tshuì. ",韭菜花炒透抽，很合胃口。
13964,13770,20509,1,選舉買票真厲害，這是通人知的代誌。,"Suán-kí bé-phiò tsin lī-hāi, tse sī thong-lâng-tsai ê tāi-tsì.",選舉買票很嚴重，這是眾人皆知的事情。
13965,13772,20511,1,排長訓練兵仔，共兵仔喝起喝倒。,"Pâi-tiúnn hùn-liān ping-á, kā ping-á huah-khí-huah-tó.",排長訓練士兵，叫士兵起來、躺下去。
13966,13772,20512,1,伊是這角勢的老大，逐家攏予伊喝起喝倒。,"I sī tsit kak-sì ê láu-tuā, ta̍k-ke lóng hōo i huah-khí-huah-tó.",他是這一帶的老大，大家都聽他發號施令。
13967,13773,20513,1,人欲請你，你都無咧媠面閣！,"Lâng beh tshiánn--lí, lí to bô leh suí-bīn--koh！",人家要請你吃飯，你別臭美了！
13968,13773,20514,1,紅龜抹油──媠面。,Âng-ku buah-iû──suí-bīn.,紅龜粿抹油──面子比較好看。紅龜粿在表面抹油，以防止龜裂，保持美觀。
13969,13774,20515,1,你欲出去做生理，無愛閣蹛厝內，著愛尊存作穡的老爸，先佮伊參詳。,"Lí beh tshut-khì tsò sing-lí, bô-ài koh tuà tshù-lāi, tio̍h-ài tsun-tshûn tsoh-sit ê lāu-pē, sing kah i tsham-siông. ",你要出去做生意，不想再待家裡，得要顧及種田的父親，先跟他商量。
13970,13775,20516,1,伊雄雄傱出來，害我掣一趒。,"I hiông-hiông tsông--tshut-lâi, hāi guá tshuah tsi̍t tiô.",他突然跑了出來，讓我嚇了一跳。
13971,13776,20517,1,咱咧講話，有時會插濫幾若種語言。,"Lán teh kóng-uē, ū-sî ē tshap-lām kuí-nā tsióng gí-giân. ",我們說話，有時會摻雜好幾種語言。
13972,13778,20519,1,彼个監工真𠢕共人欹空。,Hit-ê kàm-kang tsin gâu kā lâng khia-khang.,那個監工很會無故刁難別人。
13973,13779,20520,1,湢泔,pih ám,倒出飯汁
13974,13780,20521,1,無天良的人敢會有好尾？,Bô-thian-liông ê lâng kám ē ū hó-bué?,沒良心的人會善終嗎？
13975,13781,20522,1,爸母無捨施，送囝去學戲。,"Pē-bó bô-siá-sì, sàng-kiánn khì-o̍h-hì.",父母實在難為情，萬不得已才把子女送去戲班學習演戲。以前學戲的孩子不但辛苦，而且常遭體罰。
13976,13781,20523,1,遮細漢就無爸無母，真無捨施。,"Tsiah sè-hàn tō bô pē bô bó, tsin bô-siá-sì.",這麼小就父母雙亡，真可憐。
13977,13782,20524,1,價數若落，囤貨就無盤。,"Kè-siàu nā lak, tún-huè tō bô-puânn.",價格如果下跌，囤積貨物就不划算。
13978,13783,20525,1,猫仔愈來愈少矣。,Bâ-á jú lâi jú tsió--ah.,山貓愈來愈少了。
13979,13784,20526,1,這个琴子害去矣，彈袂出聲音，愛揣人來修理。,"Tsit ê khîm-jí hāi--khì--ah, tuânn bē tshut siann-im, ài tshuē lâng lâi siu-lí.",這個琴鍵壞掉了，彈不出聲音，要找人來修理。
13980,13785,20527,1,種番薯著愛培番薯稜，才會生番薯。,"Tsìng han-tsî tio̍h-ài puē han-tsî-lîng, tsiah ē senn han-tsî.",種地瓜要堆高地瓜壟，才會長出地瓜。
13981,13787,20529,1,關袂發輦。,Kuan bē huat-lián.,催請不動神靈。
13982,13787,20530,1,伊閣咧發輦矣！,I koh teh huat-lián--ah！,他又在發脾氣了！
13983,13788,20531,1,我睏一醒矣，你哪會閣毋去睏？,"Guá khùn-tsi̍t-tshénn--ah, lí ná ē koh m̄ khì khùn? ",我睡了一覺醒來了，你怎麼還不去睡？
13984,13790,20533,1,較早的計程車，有的較無愛載短站的人客。,"Khah-tsá ê kè-thîng-tshia, ū-ê khah bô ài tsài té-tsām ê lâng-kheh. ",以前的計程車，有的比較不喜歡載短程的客人。
13985,13794,20537,1,筊場無爸囝。,Kiáu-tiûnn bô pē-kiánn.,賭場賭博不管父子親情，只管輸贏。
13986,13795,20538,1,角蜂看做筍龜。,Kak-phang khuànn-tsò sún-ku.,把虎頭蜂看成吃筍子的象鼻蟲。比喻把壞人看成好人。
13987,13798,20541,1,開聲讀,khui-siann tha̍k,朗聲讀
13988,13798,20541,2,開聲吼,khui-siann háu,放聲大哭
13989,13799,20542,1,事業交予後生了後，就是閒身矣。," Sū-gia̍p kāu hōo hāu-senn liáu-āu, tō sī îng-sin--ah.",事業交給兒子經營以後，就是清閒的人了。
13990,13799,20543,1,退休以後，伊是閒身的人。,"Thè-hiu í-āu, i sī îng-sin ê lâng.",他沒有職務在身。
13991,13802,20546,1,轉去塗州賣鴨卵矣。,Tńg-khì thôo-tsiu bē ah-nn̄g--ah.,到陰間賣鴨蛋去了；人去世的委婉說法。
13992,13807,20551,1,選舉的時，候選人愛靠伊的柱仔跤來鬥搝票。,"Suán-kí ê sî, hāu-suán-jîn ài khò i ê thiāu-á-kha lâi tàu khiú-phiò.",選舉的時候，候選人要靠他的樁腳來幫忙拉票。
13993,13808,20552,1,有明星咧鬥宣傳，這支胭脂加足搶市。,"Ū bîng-tshenn teh tàu suan-thuân, tsit ki ian-tsi ke tsiok tshiúnn-tshī. ",有明星在代言，這款口紅暢銷多了。
13994,13809,20553,1,新正年頭見面攏會講好話。,Sin-tsiann-nî-thâu kìnn-bīn lóng ē kóng hó-uē.,春節期間見面都會說吉祥話。
13995,13811,20555,1,你講過的話，敢閣會記得？,"Lí kóng--kuè ê uē, kám koh ē-kì--tit? ",你說過的話，是否還記得呢？
13996,13811,20555,2,欲睏愛會記得洗喙。,Beh khùn ài ē-kì-tit sé-tshuì. ,睡前得記得刷牙。
13997,13811,20555,3,會記得細漢的時，捌去彼間媽祖廟拜拜。,"Ē-kì-tit sè-hàn ê sî, bat khì hit king Má-tsóo-biō pài-pài. ",記得小時候，曾去那間媽祖廟拜拜。
13998,13812,20556,1,人若有歲，目睭就煙暈。,"Lâng nā ū huè, ba̍k-tsiu tō ian-n̄g.",年紀大了，眼睛就花了。
13999,13812,20557,1,伊貧血，目睭起煙暈。,"I pîn-hiat, ba̍k-tsiu khí ian-n̄g.",他貧血，眼睛花了。
14000,13814,20559,1,伊跋倒，雖然人無按怎，醫生講猶是照電光確定骨頭無含梢較好。,"I pua̍h-tó, sui-jiân lâng bô án-tsuánn, i-sing kóng iáu-sī tsiò-tiān-kong khak-tīng kut-thâu bô hâm-sau khah hó. ",他跌倒了，雖然覺得沒怎樣，醫生說還是照X光確定骨骼沒裂痕比較好。
14001,13815,20560,1,為著維護空氣的品質，車廂內全面禁薰。,"Uī-tio̍h uî-hōo khong-khì ê phín-tsit, tshia-siunn-lāi tsuân-bīn kìm-hun.",為了維護空氣的品質，車廂內全面禁菸。
14002,13816,20561,1,伊是一个萬事通。,I sī tsi̍t ê bān-sū-thong. ,他是一個通曉各樣事物的人。
14003,13817,20562,1,兩爿咧冤家，一爿看毋是勢，緊閣落人來。,"Nn̄g-pîng teh uan-ke, tsi̍t-pîng khuànn m̄-sī-sè, kín koh làu-lâng lâi.",雙方在吵架，一方見苗頭不對，趕緊再叫人來。
14004,13818,20563,1,落台的時愛共觀眾行禮。,Lo̍h-tâi ê sî ài kā kuan-tsiòng kiânn-lé. ,下臺時得跟觀眾行禮。
14005,13818,20564,1,政治人物奢颺上台的真濟，光榮落台的較少。,"Tsìng-tī-jîn-bu̍t tshia-iānn tsiūnn-tâi--ê tsin tsē, kong-îng lo̍h-tâi--ê khah tsió.",政治人物風光上臺的很多，光榮下臺的較少。
14006,13822,20568,1,我跤捗比人較大，真歹買鞋仔。,"Guá kha-pôo pí lâng khah tuā, tsin pháinn bé ê-á. ",我腳丫子比人家大，很難買鞋子。
14007,13822,20568,2,警方根據現場留落來的跤捗號，才掠著犯人。,"Kíng-hong kin-kì hiān-tiûnn lâu--lo̍h-lâi ê kha-pôo hō,  tsiah lia̍h-tio̍h huān-lâng. ",警方根據現場留下來的腳印，才抓到犯人。
14008,13823,20569,1,血氣袂順的人，較會跤麻手痺。,"Hueh-khì bē sūn ê lâng, khah ē kha-bâ-tshiú-pì. ",氣血不順的人，比較容易手腳麻痺。
14009,13824,20571,1,直直行到路尾就會看著彼坎店。,Ti̍t-ti̍t kiânn kàu lōo-bué tō ē khuànn-tio̍h hit khám tiàm. ,直走到路的盡頭就會看到那家店。
14010,13824,20571,2,路頭路尾相拄會著。,Lōo-thâu-lōo-bué sio-tú ē tio̍h.,俗語，字面意思是在路上任何地方都可能會相遇。引申為為人處世不要太絕，以防冤家路窄。
14011,13825,20572,1,駛車欲通過斑馬線，著愛讓予過路人先過。,"Sái-tshia beh thong-kuè pan-má-suànn, tio̍h-ài niū hōo kuè-lōo-lâng sing kuè.",開車要通過斑馬線，得要禮讓行人先過。
14012,13825,20573,1,我是過路人，毋敢對這項代誌表示意見。,"Guá sī kuè-lōo-lâng, m̄ kánn tuì tsit hāng tāi-tsì piáu-sī ì-kiàn.",我是不相干的人，不敢對這件事情表示意見。
14013,13827,20575,1,牽電火線。,Khan tiān-hué-suànn.,裝配電線以接通電流。
14014,13829,20577,1,大通路的十字路頭，一般攏有電眼咧翕。,"Tuā-thong-lōo ê si̍p-jī-lōo-thâu, it-puann lóng ū tiān-gán leh hip.",大馬路的十字路口，一般都有監視器在監錄。
14015,13833,20582,1,甘蔗頭較實䈄。,Kam-tsià-thâu khah tsa̍t-ham.,甘蔗根部的節與節之間的距離比較短。
14016,13834,20583,1,伊有夠實頭，袂曉變竅。,"I ū-kàu tsa̍t-thâu, bē-hiáu piàn-khiàu. ",他的頭腦實在不靈光，不懂得變通。
14017,13835,20584,1,彼兩間便利商店相對相，毋過生理差真濟。,"Hit nn̄g king piān-lī-siong-tiàm sio-tuì-siòng, m̄-koh sing-lí tsha tsin tsē.",那兩間便利商店正面相對，但是生意差很多。
