例句編號,主編號,釋義編號,例句順序,例句,例句標音,華語翻譯
10240,10099,13590,1,伊做人的跤仔，𪜶老大的叫伊做啥，伊就做啥。,"I tsò lâng ê kha-á, in láu-tuā--ê kiò i tsò siánn, i tō tsò siánn. ",他當人家的小嘍囉，他的老大叫他做什麼，他就做什麼。
10241,10101,13592,1,伊去買著賊仔貨。,I khì bé-tio̍h tsha̍t-á-huè. ,他買到了贓貨。
10242,10102,13593,1,伊的話母誠趣味。,I ê uē-bó tsiânn tshù-bī. ,他的口頭禪很有趣。
10243,10104,13595,1,臺灣錢淹跤目。,Tâi-uân tsînn im kha-ba̍k. ,臺灣錢淹到腳踝邊。這是一句清末留下來的俗俚語，說明臺灣遍地黃金，很好謀生。
10244,10105,13596,1,看伊按呢跤尖手幼，是做無代誌的。,"Khuànn i án-ne kha-tsiam-tshiú-iù, sī tsò bô tāi-tsì--ê. ",看她這麼細皮嫩肉的，是做不了什麼事的。
10245,10106,13597,1,該死啊！我共錢拍無去矣！,Kai-sí--ah! Guá kā tsînn phah-bô--khì--ah! ,該死！我把錢弄丟了！
10246,10108,13599,1,伊的話尾真歹掠。,I ê uē-bué tsin pháinn lia̍h. ,他的語意不好捉摸。
10247,10108,13600,1,尪姨順話尾。,Ang-î sūn uē-bué. ,靈媒會順著對方言語的末段、揣摩對方的心意來說話。
10248,10109,13601,1,跤尾冷去矣。,Kha-bué líng--khì--ah. ,腳尖都冷了，引申為心都冷了。
10249,10111,13605,1,跤步踏差啥人無？只要改過就好矣。,Kha-pōo ta̍h-tsha siánn-lâng bô? Tsí-iàu kái-kò tō hó--ah. ,誤入歧途誰沒有呢？只要改過就好了。
10250,10114,13608,1,你莫對伊跤來手來。,Lí mài tuì i kha-lâi-tshiú-lâi. ,你不要對她毛手毛腳。
10251,10117,13611,1,掠話蝨,lia̍h uē-sat,挑語病
10252,10118,13612,1,伊真𠢕畫虎𡳞。,I tsin gâu uē-hóo-lān. ,他很會吹牛。
10253,10120,13613,1,伊真厚話屎。,I tsin kāu-uē-sái. ,他廢話真多。
10254,10124,13617,1,跤指頭仔骨,kha-tsíng-thâu-á-kut,腳指骨
10255,10126,13618,1,拍斷人的話柄。,Phah-tn̄g lâng ê uē-pènn. ,打斷別人的話題。
10256,10129,13622,1,老資格,lāu tsu-keh,資格老
10257,10131,13624,1,伊上愛掠人的話骨。,I siōng ài lia̍h lâng ê uē-kut. ,他最愛抓人語病。
10258,10132,13625,1,伊跤骨摔斷去矣。,I kha-kut siak tn̄g--khì--ah. ,他腳摔斷了。
10259,10133,13626,1,伊差不多五十歲彼跤兜。,I tsha-put-to gōo-tsa̍p huè hit kha-tau. ,他大約五十歲左右。
10260,10133,13627,1,爸母跤兜,pē-bú kha-tau,父母膝下
10261,10136,13631,1,你哪會遮爾跤梢？連這曷袂曉。,Lí ná ē tsiah-nī kha-sau? Liâm tse a̍h bē-hiáu. ,你怎麼這麼笨？連這個也不會。
10262,10136,13632,1,伊遐爾跤梢，佮人袂比得。,"I hiah-nī kha-sau, kah lâng bē-pí--tit. ",他那麼卑賤，比不上別人。
10263,10136,13634,1,買遮的跤梢貨，無一个會用得。,"Bé tsia-ê kha-sau huè, bô tsi̍t ê ē-īng--tit. ",買這些爛貨，沒有一個堪用。
10264,10139,13637,1,踢跤球,that kha-kiû,踢足球
10265,10141,13640,1,看詳細,khuànn siông-sè,仔細看
10266,10141,13640,2,詳細調查,siông-sè tiau-tsa,
10267,10141,13641,1,這項代誌我無詳細。,Tsit hāng tāi-tsì guá bô siông-sè. ,這件事我不清楚。
10268,10141,13642,1,伊的詳細無人知。,I ê siông-sè bô-lâng tsai. ,他的事情沒有人知道。
10269,10142,13643,1,搭著賊船,tah-tio̍h tsha̍t-tsûn,上了賊船
10270,10143,13644,1,行路毋行好勢，跋倒是該然的。,"Kiânn-lōo m̄ kiânn hó-sè, pua̍h-tó sī kai-jiân--ê. ",走路不好好走，當然會跌倒。
10271,10145,13646,1,我是真有誠意欲佮你做朋友。,Guá sī tsin ū sîng-ì beh kah lí tsò pîng-iú. ,我是很有誠意要和你交朋友的。
10272,10146,13647,1,這該當是愛予你的，請毋通推辭。,"Tse kai-tong sī ài hōo--lí--ê, tshiánn m̄-thang the-sî. ",這本來就應當要給你的，請不要推辭。
10273,10147,13648,1,海沙埔頂有足濟跤跡。,Hái-sua-poo-tíng ū tsiok tsē kha-jiah. ,海灘上有很多腳印。
10274,10148,13649,1,伊氣甲趒跤頓蹄。,I khì kah tiô-kha-tǹg-tê. ,他氣到直跺腳。
10275,10149,13650,1,你講風颱欲來，敢是誠實的？,"Lí kóng hong-thai beh lâi, kám sī tsiânn-si̍t--ê? ",你說颱風要來，是真的嗎？
10276,10150,13651,1,誠實是上好的美德。,Sîng-si̍t sī siōng-hó ê bí-tik. ,誠實是最好的美德。
10277,10151,13652,1,囡仔人較𠢕纏，老母行到佗位，伊就跟綴到佗位。,"Gín-á-lâng khah gâu tînn, lāu-bú kiânn kàu tó-uī, i tō kin-tuè kàu tó-uī. ",小孩子比較會纏人，母親走到哪，他就會跟到哪。
10278,10151,13653,1,你袂輸伊的跟綴，伊行到佗，你就綴到佗。,"Lí bē-su i ê kin-tuè, i kiânn kàu tó, lí tō tuè kàu tó. ",你就像他的跟班，他走到哪，你就跟到哪。
10279,10153,13655,1,食甜食鹹，臭跤鼻臁。,"Tsia̍h tinn tsia̍h kiâm, tshàu kha-phīnn-liâm. ",往昔大人告誡小孩不要胡亂吃東西，謂邊吃甜，邊吃鹹，腳脛骨會爛掉。
10280,10154,13656,1,無路用的跤數。,Bô-lōo-īng ê kha-siàu. ,沒有用的傢伙。
10281,10162,13666,1,伊嘛欲跟隨你去。,I mā-beh kin-suî lí khì. ,他也想跟你去。
10282,10163,13669,1,你想欲知影我佮伊是按怎熟似？這講起來就話頭長。,Lí siūnn-beh tsai-iánn guá kah i sī án-tsuánn si̍k-sāi? Tse kóng--khí-lâi tō uē-thâu tn̂g. ,你想知道我跟他是怎麼認識的？這就說來話長了。
10283,10166,13672,1,伊對人真誠懇。,I tuì lâng tsin sîng-khún. ,他對人很誠懇。
10284,10167,13673,1,伊逐改攏愛鑿我的話縫。,I ta̍k kái lóng ài tsha̍k guá ê uē-phāng. ,他每次都要挑我的語病。
10285,10168,13674,1,我是按怎愛軁你的跤縫？,Guá sī án-tsuánn ài nǹg lí ê kha-phāng? ,我為何要鑽過你的胯下？
10286,10169,13675,1,細條路,sè tiâu lōo,小路
10287,10169,13676,1,一里路,tsi̍t lí lōo,一里路程
10288,10169,13676,2,兩日路,nn̄g ji̍t lōo,二天的路程
10289,10169,13677,1,做無路來,tsò bô-lōo-lâi,做事不得法
10290,10169,13677,2,拳路,kûn-lōo,拳術
10291,10169,13677,3,手路,tshiú-lōo,手藝
10292,10169,13678,1,粿路,kué-lōo,糕粿類
10293,10169,13678,2,古路,kóo-lōo,古老型的
10294,10169,13679,1,無路通囥,bô-lōo thang khǹg,沒有地方放
10295,10169,13680,1,低路,kē-lōo,罵人沒用、程度差
10296,10169,13680,2,幼路,iù-lōo,手工精細
10297,10170,13681,1,雀雀跳,tshik tshik thiàu,像麻雀一樣跳躍
10298,10170,13682,1,攬咧跳。,Lám teh thiàu. ,抱著跳舞。
10299,10170,13683,1,跳頁,thiàu ia̍h,跳過一頁
10300,10170,13684,1,電視頂懸的字跳咧跳咧，看袂清。,"Tiān-sī tíng-kuân ê jī thiàu--leh thiàu--leh, khuànn bē tshing. ",電視上的字跳來跳去，看不清楚。
10301,10171,13685,1,較秤仔,kah tshìn-á,校正秤
10302,10171,13685,2,較船,kah-tsûn,試船
10303,10172,13686,1,較低,khah kē,比較低
10304,10172,13686,2,較濟,khah tsē,比較多
10305,10172,13687,1,較教就學袂曉。,Khah kà tō o̍h bē-hiáu. ,再怎麼教就是學不會。
10306,10172,13688,1,糖較濟一點仔。,Thn̂g khah tsē--tsi̍t-tiám-á. ,糖再多一點。
10307,10173,13689,1,載人客,tsài lâng-kheh,運送客人
10308,10173,13690,1,這枝柱仔傷細枝，載無法得。,"Tsit ki thiāu-á siunn sè ki, tsài bô-huat--tit. ",這枝柱子太細了，支撐不住。
10309,10173,13690,2,接載袂牢,tsih-tsài bē tiâu,支撐不住
10310,10174,13691,1,一年半載,it liân puàn tsáinn,一年或半年
10311,10175,13692,1,農業,lông-gia̍p,
10312,10175,13693,1,農民,lông-bîn,
10313,10176,13694,1,你莫逼伊。,Lí mài pik--i. ,你不要逼他。
10314,10176,13694,2,逼虎傷人,pik hóo siong jîn,
10315,10177,13695,1,遇著,gū--tio̍h,遇到
10316,10177,13695,2,相遇,siong-gū,
10317,10178,13696,1,遊山玩水,iû san uán suí,遊山玩水
10318,10178,13696,2,四界遊,sì-kè iû,到處玩
10319,10179,13697,1,你真好運呢！,Lí tsin hó-ūn--neh! ,你運氣真好耶！
10320,10179,13698,1,運貨,ūn huè,運送貨物
10321,10180,13699,1,你閣講一遍。,Lí koh kóng--tsi̍t-piàn. ,你再說一遍。
10322,10181,13700,1,改過,kái-kò,改正過錯
10323,10181,13700,2,記大過,kì tuā kò,處分大過
10324,10182,13701,1,過大路,kuè tuā-lōo,穿越馬路
10325,10182,13701,2,過一暝,kuè tsi̍t mê,經過一個晚上
10326,10182,13702,1,過戶,kuè-hōo,將財產轉移給他人
10327,10182,13703,1,感冒會過人。,Kám-mōo ē kuè--lâng. ,感冒會傳染。
10328,10182,13704,1,對人袂得過。,Tuì lâng bē-tit kuè. ,對人過意不去。
10329,10182,13705,1,伊自細漢就過予𪜶阿姑。,I tsū sè-hàn tō kuè-hōo in a-koo. ,他從小就過繼給他姑姑。
10330,10182,13706,1,過時,kuè-sî,
10331,10182,13706,2,過期,kuè-kî,
10332,10182,13707,1,過熟,kuè si̍k,煮太熟
10333,10182,13707,2,過勞,kuè lô,太過勞累
10334,10182,13708,1,我有去過,guá ū khì--kuè,我去過
10335,10182,13709,1,後過,āu-kuè,下一次
10336,10182,13709,2,一半過仔,tsi̍t-puànn-kuè-á,一兩次
10337,10183,13710,1,伊共甘蔗遏做兩節。,I kā kam-tsià at-tsò nn̄g tsat. ,他把甘蔗折成兩段。
10338,10183,13711,1,遏泔,at-ám,舀稀飯的浮渣
10339,10184,13712,1,你的物件佇遐。,Lí ê mi̍h-kiānn tī hia. ,你的東西在那裡。
10340,10185,13713,1,遐濟人,hiah tsē lâng,那麼多人
10341,10185,13713,2,遐爾仔,hiah-nī-á,那麼
10342,10186,13714,1,道理,tō-lí,
10343,10186,13715,1,快車道,khuài-tshia tō,
10344,10186,13716,1,道教,Tō-kàu,
10345,10186,13717,1,水道,tsuí-tō,
10346,10186,13717,2,食道,si̍t-tō,
10347,10188,13719,1,這擺的風颱袂來較大面。,Tsit pái ê hong-thai bē lâi khah-tuā-bīn. ,這次的颱風不會來的可能性比較大。
10348,10189,13720,1,這粒檨仔傷過分矣。,Tsit lia̍p suāinn-á siunn kuè-hun--ah. ,這顆芒果已經過熟了。
10349,10191,13723,1,袂過心,bē kuè-sim,不能安心、過意不去
10350,10191,13723,2,會過心,ē kuè-sim,能安心、過意得去
10351,10193,13725,1,這條錢是伊過手的。,Tsit tiâu tsînn sī i kuè-tshiú--ê. ,這筆款項是他經手辦理的。
10352,10193,13726,1,物件若予伊過手，伊就毋還人矣。,"Mi̍h-kiānn nā hōo i kuè-tshiú, i tō m̄ hîng--lâng--ah. ",東西要是讓他到手，他就不還人家了。
10353,10193,13727,1,這件代誌看會過手無？,Tsit kiānn tāi-tsì khuànn ē kuè-tshiú--bô? ,這件事情會完成嗎？
10354,10194,13728,1,這馬景氣無好，較歹過日。,"Tsit-má kíng-khì bô hó, khah pháinn kuè-ji̍t. ",現在的景氣不好，日子不怎麼好過。
10355,10195,13730,1,䆀的粗瓷會過水。,Bái ê tshoo-huî ē kuè-tsuí. ,不好的陶器會滲水。
10356,10195,13731,1,果子毋採收，攏過水去矣。,"Kué-tsí m̄ tshái-siu, lóng kuè-tsuí--khì--ah. ",水果沒採收，都過熟了。
10357,10196,13732,1,死道友，無死貧道。,"Sí tō-iú, bô sí pîn-tō. ",死的是道友，不是自己。一種自私的風涼話。
10358,10199,13736,1,炒菜的時，毋通炒了傷過火。,"Tshá tshài ê sî, m̄-thang tshá liáu siunn kuè-hué. ",炒菜的時候，可別炒得太過火。
10359,10200,13737,1,伊五十較加。,I gōo-tsa̍p khah-ke. ,他五十多歲。
10360,10200,13738,1,你寒天出門毋穿外套，較加嘛會感冒。,"Lí kuânn-thinn tshut-mn̂g m̄ tshīng guā-thò, khah-ke mā ē kám-mōo. ",你冬天出門不穿外套，難怪會感冒。
10361,10201,13739,1,過去阮是真好的朋友。,Kuè-khì guán sī tsin hó ê pîng-iú. ,過去我們是很好的朋友。
10362,10201,13740,1,代誌已經過去矣，你毋免閣問矣。,"Tāi-tsì í-king kuè--khì--ah, lí m̄-bián koh mn̄g--ah. ",事情已經過去了，你不用再問了。
10363,10208,13748,1,這領衫我看袂過目。,Tsit niá sann guá khuànn bē kuè-ba̍k. ,這件衣服我看不上眼。
10364,10212,13753,1,較早睏，較有眠。,"Khah-tsá khùn, khah ū bîn. ",早一點睡，睡眠較充足。也反諷要別人別做白日夢、痴心妄想。
10365,10212,13754,1,較早的人,khah-tsá ê lâng,以前的人
10366,10215,13757,1,做娘較快，做𡢃僫。,"Tsò niû khah khuài, tsò kán oh. ",做小姐較容易，做丫環很難。喻奴僕難為。
10367,10218,13761,1,囡仔人毋通較車。,Gín-á-lâng m̄-thang kà-tshia. ,小孩子不要飆車。
10368,10219,13762,1,伊遐爾仔少歲就來過身，實在予人想袂到。,"I hiah-nī-á tsió huè tō lâi kuè-sin, si̍t-tsāi hōo lâng siūnn bē kàu. ",他那麼年輕就過世了，真讓人意想不到。
10369,10221,13764,1,每一个人的運命攏無仝款。,Muí tsi̍t ê lâng ê ūn-miā lóng bô kāng-khuán. ,每個人的命運都不同。
10370,10222,13765,1,𪜶阿公已經過往矣。,In a-kong í-king kuè-óng--ah. ,他爺爺已經過世了。
10371,10222,13766,1,過往發生的代誌，莫閣去想矣。,"Kuè-óng huat-sing ê tāi-tsì, mài koh khì siūnn--ah. ",過去發生的事情，別再去想了。
10372,10226,13770,1,遐的我攏欲提轉去。,Hia--ê guá lóng beh the̍h-tńg--khì. ,那些我都要拿回去。
10373,10226,13771,1,遐的果子予你食。,Hia-ê kué-tsí hōo lí tsia̍h. ,那些水果給你吃。
10374,10226,13772,1,遐的桃仔生甲足媠的。,Hia ê thô-á senn kah tsiok suí--ê. ,那裡的桃子長得很好。
10375,10227,13773,1,恁查某囝啥物時陣欲過門？,Lín tsa-bóo-kiánn siánn-mih sî-tsūn beh kuè-mn̂g? ,你女兒什麼時候要嫁過去？
10376,10228,13774,1,操勞過度,tshau-lô kuè-tōo,過度地勞苦工作
10377,10229,13775,1,代誌過後，就莫閣提起。,"Tāi-tsì kuè-āu, tō mài koh the̍h-khí. ",事情過了之後，就不要再提起。
10378,10231,13777,1,過面矣。,Kuè-bīn--ah. ,平安過關了。
10379,10232,13778,1,過時賣曆日。,Kuè-sî bē la̍h-ji̍t. ,過了適當的時機，才賣日曆。
10380,10233,13779,1,你這个路旁屍！開車挵著人就想欲走？,Lí tsit ê lōo-pông-si! Khui-tshia lòng-tio̍h lâng tō siūnn-beh tsáu? ,你這個天殺的！開車撞到人就想逃走？
10381,10234,13780,1,運氣若到，擋都擋袂牢。,"Ūn-khì nā kàu, tòng to tòng bē tiâu. ",運氣一來，擋都擋不住。
10382,10234,13781,1,伊運氣共石頭仔拍烌去。,I ūn-khì kā tsio̍h-thâu-á phah hu--khì. ,他一運氣就把石頭打碎了。
10383,10235,13782,1,阮阿祖早起就過氣矣。,Guán a-tsóo tsái-khí tō kuè-khuì--ah. ,我曾祖父在早晨就斷氣了。
10384,10239,13786,1,伊較停仔若轉來，就共伊講我已經轉去矣。,"I khah-thîng-á nā tńg--lâi, tō kā i kóng guá í-king tńg--khì--ah. ",他等一下如果回來，就跟他說我已經回去了。
10385,10240,13788,1,伊是社會運動的前輩。,I sī siā-huē ūn-tōng ê tsiân-puè. ,他是社會運動的前輩。
10386,10240,13789,1,這件代誌請你共我運動一下。,Tsit kiānn tāi-tsì tshiánn lí kā guá ūn-tōng--tsi̍t-ē. ,這件事情請你幫我拉攏一下。
10387,10244,13793,1,做人的道理愛捌。,Tsò-lâng ê tō-lí ài bat. ,做人的道理要知道。
10388,10244,13794,1,啥物人講講話大聲就贏？無這款道理啦！,Siánn-mih lâng kóng kóng-uē tuā-siann tō iânn? Bô tsit khuán tō-lí--lah! ,誰說講話大聲就贏？沒有這樣的事啦！
10389,10244,13795,1,基督教的道理,Ki-tok-kàu ê tō-lí,基督教的教義
10390,10245,13796,1,排路祭,pâi lōo-tsè,擺路祭
10391,10246,13797,1,去𪜶兜的路途真遠。,Khì in tau ê lōo-tôo tsin hn̄g. ,去他家的路途真遠。
10392,10247,13798,1,你這逝字跳逝無抄著。,Lí tsit tsuā jī thiàu-tsuā bô tshau--tio̍h. ,你這行字跳行沒抄到。
10393,10248,13800,1,伊做事業的運途袂䆀。,I tsò sū-gia̍p ê ūn-tôo bē-bái. ,他做事業的運道不錯。
10394,10249,13801,1,這句話你毋通過喙。,Tsit kù uē lí m̄-thang kuè-tshuì. ,這句話你不要轉述。
10395,10251,13803,1,坐船過渡,tsē tsûn kuè-tōo,搭船渡河
10396,10251,13804,1,這只是暫時過渡，逐家較忍耐咧。,"Tse tsí-sī tsiām-sî kuè-tōo, ta̍k-ke khah jím-nāi--leh. ",這只是暫時過渡，大家忍耐一點。
10397,10252,13805,1,跳港自殺,thiàu-káng tsū-sat,投水自殺
10398,10253,13806,1,對遮到淡水有偌遠的路程？,Tuì tsia kàu Tām-tsuí ū guā hn̄g ê lōo-tîng? ,從這裡到淡水有多遠的路程？
10399,10255,13808,1,𪜶昨昏佇會場遇著老朋友。,In tsa-hng tī huē-tiûnn gū-tio̍h lāu pîng-iú. ,他們昨天在會場遇到老朋友。
10400,10257,13810,1,袂過意,bē kuè-ì,不安心
10401,10261,13814,1,伊就是遐爾拍拚，毋才會成功。,"I tō sī hiah-nī phah-piànn, m̄-tsiah ē sîng-kong. ",他就是那麼努力，所以才會成功。
10402,10262,13815,1,伊生做遐爾仔媠。,I senn-tsò hiah-nī-á suí. ,她長得那麼地美。
10403,10266,13820,1,這箱梨仔愛先提去過磅。,Tsit siunn lâi-á ài sing the̍h-khì kuè-pōng. ,這箱梨子要先拿去秤重。
10404,10266,13821,1,酒若啉過磅，對身體無好。,"Tsiú nā lim kuè-pōng, tuì sin-thé bô hó. ",酒若喝過量，對身體不好。
10405,10269,13824,1,你連這點仔道理都毋捌，較輸一个無讀冊的。,"Lí liân tsit-tiám-á tō-lí to m̄-bat, khah-su tsi̍t ê bô tha̍k-tsheh--ê. ",你連這點道理都不懂，還不如一個沒受教育的人。
10406,10271,13826,1,路頭遠，你家己著愛保重。,"Lōo-thâu hn̄g, lí ka-kī tio̍h-ài pó-tiōng. ",路途遠，你自己要多保重。
10407,10271,13827,1,死狗鎮路頭。,Sí káu tìn lōo-thâu.,死狗占路口。用來罵人妨礙通行，或比喻阻礙事情的進行。
10408,10271,13828,1,路頭擔燈心，路尾擔鐵錘。,"Lōo-thâu tann ting-sim, lōo-bué tann thih-thuî.",開始像擔燈心，最後像擔鐵鎚。比喻起頭容易，堅持到底卻很困難。
10409,10272,13829,1,你講了傷過頭矣，伊敢誠實遮爾歹？,"Lí kóng liáu siunn kuè-thâu--ah, i kám tsiânn-si̍t tsiah-nī pháinn? ",你說得太過分了，他難道真有這麼壞嗎？
10410,10273,13830,1,較講嘛愛讀較濟冊咧。,Khah-kóng mā ài tha̍k khah tsè tsheh--leh. ,無論如何總是要多唸些書。
10411,10274,13831,1,你傷過謙矣，毋免遮爾客氣。,"Lí siunn kòo-khiam--ah, m̄-bián tsiah-nī kheh-khì. ",你太謙虛了，不用這麼客氣。
10412,10277,13835,1,行路邊較安全。,Kiânn lōo-pinn khah an-tsuân. ,走路旁比較安全。
10413,10278,13836,1,路邊擔仔的物件較俗。,Lōo-pinn-tànn-á ê mi̍h-kiānn khah sio̍k. ,路邊攤的東西比較便宜。
10414,10279,13839,1,媽祖過爐,Má-tsóo kuè-lôo,媽祖過境
10415,10281,13841,1,伊若無耍甲過癮是袂轉來的。,I nā bô sńg kah kuè-giàn sī bē tńg--lâi--ê. ,他如果沒有玩到過癮是不會回來的。
10416,10283,13843,1,門鈴,mn̂g-lîng,
10417,10284,13844,1,一鈷茶,tsi̍t-kóo-tê,一壺茶
10418,10285,13845,1,生鉎,senn-sian,生鏽
10419,10285,13845,2,鐵鉎,thih-sian,鐵鏽
10420,10285,13846,1,鑢鉎,lù sian,刷汙垢
10421,10285,13846,2,水鉎,tsuí-sian,水垢
10422,10285,13847,1,伊規身軀全鉎。,I kui-sin-khu tsuân sian. ,他全身都是汙垢。
10423,10286,13848,1,虎頭鉗,hóo-thâu-khînn,
10424,10286,13848,2,火鉗,hué-khînn,
10425,10288,13850,1,鉤耳屎,kau hīnn-sái,挖耳屎
10426,10288,13851,1,肉鉤,bah kau,
10427,10288,13851,2,釣鉤,tiò-kau,魚鉤
10428,10289,13852,1,開銃,khui tshìng,開槍
10429,10289,13852,2,拍銃,phah tshìng,槍擊
10430,10290,13853,1,閘水,tsa̍h tsuí,切斷水源
10431,10290,13854,1,閘佇半路拍人。,Tsa̍h tī puànn-lōo phah--lâng. ,堵在半路上打人。
10432,10290,13854,2,頭前的人閘咧，啥物都看袂著。,"Thâu-tsîng ê lâng tsa̍h--leh, siánn-mih to khuànn bē tio̍h. ",前面的人擋住，什麼都看不到。
10433,10290,13855,1,水閘,tsuí-tsa̍h,水門
10434,10290,13855,2,雨閘,hōo-tsa̍h,遮雨棚
10435,10293,13859,1,伊倩銃手替伊考試。,I tshiànn tshìng-tshiú thè i khó-tshì. ,他雇用槍手替他考試。
10436,10294,13860,1,攑傘閘日,gia̍h suànn tsa̍h ji̍t,撐傘遮陽
10437,10295,13861,1,搖鈴仔,iô lîng-á,搖鈴鐺
10438,10298,13864,1,伸手閘光,tshun tshiú tsa̍h kng,伸出手遮住光線
10439,10300,13867,1,我欲趕去車頭，你先共我閘車。,"Guá beh kuánn-khì tshia-thâu, lí sing kā guá tsa̍h tshia. ",我要趕去車站，你先幫我攔車。
10440,10302,13871,1,伊佇閘屏後面換衫，你毋通行過去。,"I tī tsa̍h-pîn āu-bīn uānn sann, lí m̄-thang kiânn--kuè-khì. ",她在屏風後面換衣服，你不要走過去。
10441,10303,13872,1,共窗仔關起來閘風。,Kā thang-á kuainn khí-lâi tsa̍h hong. ,把窗戶關起來擋風。
10442,10305,13874,1,銃殺犯人,tshìng-sat huān-lâng,槍決犯人
10443,10309,13878,1,人欲過，你毋通徛佇遮閘路。,"Lâng beh kuè, lí m̄-thang khiā tī tsia tsa̍h-lōo. ",別人要過，你不要站在這邊擋路。
10444,10312,13881,1,隔一座山,keh tsi̍t tsō suann,隔一座山
10445,10312,13882,1,𪜶厝佮阮厝隔足遠的。,In tshù kah guán tshù keh tsiok hn̄g--ê. ,他家跟我家相隔很遠耶。
10446,10312,13883,1,共彼間房隔做兩間。,Kā hit king pâng keh-tsò nn̄g king. ,把那間房分隔做兩間。
10447,10312,13884,1,隔一點鐘才食藥仔。,Keh tsi̍t tiám-tsing tsiah tsia̍h io̍h-á. ,間隔一小時再吃藥。
10448,10312,13884,2,隔日,keh-ji̍t,隔天
10449,10313,13885,1,霆雷,tân-luî,打雷
10450,10313,13886,1,魚雷,hî-luî,魚雷
10451,10313,13886,2,地雷,tē-luî,地雷
10452,10314,13887,1,落雹,lo̍h pha̍uh,下冰雹
10453,10315,13888,1,山雺,suann-bông,山上的霧氣
10454,10315,13888,2,雺霧,bông-bū,霧氣
10455,10317,13890,1,長靴,tn̂g hia,長筒靴
10456,10317,13890,2,靴管,hia-kóng,雨鞋
10457,10318,13891,1,頓心肝,tǹg sim-kuann,捶胸
10458,10318,13892,1,頓落塗跤去矣。,Tǹg-lo̍h thôo-kha khì--ah. ,跌坐到地上去了。
10459,10318,13893,1,頓印仔,tǹg ìn-á,蓋印章
10460,10318,13894,1,早頓,tsá-tǹg,早餐
10461,10318,13894,2,三頓,sann tǹg,三餐
10462,10318,13895,1,食一頓飯,tsia̍h tsi̍t tǹg pn̄g,吃一餐飯
10463,10318,13896,1,飯坩頓佇桌頂。,Pn̄g-khann tǹg tī toh-tíng. ,飯鍋放到桌上。
10464,10319,13897,1,飼囝真辛苦。,Tshī kiánn tsin sin-khóo. ,養育小孩真辛苦。
10465,10319,13898,1,我飼一隻狗。,Guá tshī tsi̍t tsiah káu. ,我養了一隻狗。
10466,10319,13899,1,阿媽咧飼孫仔。,A-má teh tshī sun-á. ,奶奶在餵孫子。
10467,10319,13900,1,飼查某,tshī-tsa-bóo,包養女人
10468,10320,13901,1,我腹肚飽矣。,Guá pak-tóo pá--ah. ,我肚子飽了。
10469,10320,13902,1,食飽,tsia̍h-pá,吃夠
10470,10320,13902,2,睏飽,khùn-pá,睡夠
10471,10320,13903,1,這个枕頭棉仔入甲真飽。,Tsit ê tsím-thâu mî-á ji̍p kah tsin pá. ,這個枕頭的棉花裝得真滿。
10472,10321,13904,1,髡喙鬚,khun tshuì-tshiu,刮鬍子
10473,10321,13904,2,髡番薯,khun han-tsî,刮地瓜皮
10474,10328,13911,1,見面的時頓手是一種禮貌。,Kìnn-bīn ê sî tùn-tshiú sī tsi̍t tsióng lé-māu. ,見面時握手是一種禮貌。
10475,10329,13912,1,這粒梨仔看起來真飽水。,Tsit lia̍p lâi-á khuànn--khí-lâi tsin pá-tsuí. ,這顆梨子看起來飽含水分。
10476,10329,13913,1,少年人當飽水，較有力。,"Siàu-liân lâng tng pá-tsuí, khah ū-la̍t. ",年輕人正當年輕力壯，力氣較大。
10477,10329,13914,1,我錢袋仔若飽水，就會使請恁食暗頓。,"Guá tsînn-tē-á nā pá-tsuí, tō ē-sái tshiánn lín tsia̍h àm-tǹg. ",我錢包如果滿滿的，就可以請你們吃晚餐。
10478,10330,13915,1,規間厝攏暗摸摸，你哪會毋開電火？,"Kui king tshù lóng àm-bong-bong, lí ná ē m̄ khui tiān-hué? ",整間屋子黑漆漆的，你怎麼不開電燈？
10479,10335,13920,1,伊咧共囡仔飼奶。,I teh kā gín-á tshī-ling. ,她在幫孩子餵奶。
10480,10336,13921,1,照電光,tsiò tiān-kong,照X光
10481,10337,13922,1,佇遮頓印就會使矣。,Tī tsia tǹg-ìn tō ē-sái--ah. ,在這裡蓋章就可以了。
10482,10343,13928,1,你睏眠愛飽足。,Lí khùn-bîn ài pá-tsiok. ,你睡眠要充足。
10483,10346,13931,1,你敢有零星通好找我？,Lí kám ū lân-san thang-hó tsāu--guá? ,你有沒有零錢可以找我？
10484,10348,13933,1,伊毋知𪜶翁佇外口飼查某。,I m̄ tsai in ang tī guā-kháu tshī-tsa-bóo. ,她不知道她老公在外面養女人。
10485,10349,13934,1,𪜶兩家以這條溝仔隔界。,In nn̄g ke í tsit tiâu kau-á keh-kài. ,他們兩家以這條水溝做為分界。
10486,10353,13938,1,你睏了有飽眠無？,Lí khùn liáu ū pá-bîn--bô? ,你睡得好嗎？
10487,10357,13942,1,你閣按怎不滿，嘛毋免走對我遮來頓椅頓桌。,"Lí koh án-tsuánn put-buán, mā m̄-bián tsáu tuì guá tsia lâi tǹg-í-tǹg-toh. ",你再怎麼不滿，也不用跑到我這裡來拍桌椅抗議。
